delivery_partner_key,delivery_partner_id,partner_name,city_key,vehicle_type,joined_date,rating
1327,DP-eeb1be0c-b558-56e2-a59a-47d16330d398,William Gandhi,6,Bicycle,2023-03-11,4.84
1328,DP-fcc9d398-e071-5a02-b25d-59a5166a6cff,Sanaya Dutta,11,Motorcycle,2025-07-01,4.7
1329,DP-e07248ae-e52b-5ee6-8432-86ac9a4c7cbf,Madhav Sule,4,Bicycle,2023-04-10,4.72
1330,DP-d48aca74-f67c-518c-a136-f8f779d241f1,Banjeet Kanda,2,Motorcycle,2025-02-05,4.6
1331,DP-571d1036-99ae-5e64-9188-a6113b59938a,Vincent Bhatnagar,22,Motorcycle,2023-03-24,4.93
1332,DP-5eb6a80c-c711-578a-a76e-d20db5444af0,Kala Kaur,9,Motorcycle,2025-05-31,4.53
1333,DP-6d1c9efc-7f1b-5c2c-9873-a6c29e8742c0,Samuel Vasa,10,Motorcycle,2023-10-23,4.31
1334,DP-4b912ac6-789f-5fc4-8e5e-cc283164cb8f,Lipika Singh,45,Motorcycle,2023-05-03,4.54
1335,DP-ea8cc0cc-ba01-5986-86ea-d64a913e1051,Chakradhar Baral,45,Motorcycle,2023-03-27,4.1
1336,DP-f96af4ca-6a05-595a-aca4-0b4dbe097211,Harshil Verma,30,Motorcycle,2023-08-29,4.06
1337,DP-d05a87ab-6a30-59de-8eaa-e3f82bcaeeeb,Adya Ghosh,3,Motorcycle,2024-11-20,4.84
1338,DP-b258a008-5492-57b4-b755-672f018a79ae,Kritika Pau,12,Motorcycle,2023-04-08,5.0
1339,DP-a7bfe7c3-ed07-536b-bff5-8987afe99193,Zansi Krishnamurthy,33,Motorcycle,2025-10-20,4.42
1340,DP-a86d8674-dc79-5232-9de7-4e9eda9137bd,Udant Varty,6,Motorcycle,2025-02-09,4.85
1341,DP-6fb022cc-f3cf-5aac-8adc-2e5fdddbe6ea,Ira Pai,2,Motorcycle,2024-01-15,3.93
1342,DP-82537a65-9f88-565b-b010-0ee4bba41563,Vasatika Ahuja,25,Electric Scooter,2026-06-12,3.88
1343,DP-5bce31c7-6fe7-5ac6-a49e-2b5d2debdeb2,Ria Gandhi,8,Motorcycle,2025-04-20,4.94
1344,DP-2fc3249c-92ca-5ef4-9c52-8a8ecbb798f8,Faraj Varkey,11,Electric Scooter,2025-05-07,4.7
1345,DP-eca518af-66b6-5948-a308-3d291b7e1554,Siddharth Doctor,47,Motorcycle,2023-08-10,4.53
1346,DP-8841fb87-9771-54ca-ae86-08fcbe651bc1,Nakul Pathak,12,Motorcycle,2025-06-25,5.0
1347,DP-422e810b-b5e9-5206-9007-1fb48784e5d7,Victor Sachdeva,7,Motorcycle,2024-12-14,4.48
1348,DP-0f28e1cc-939f-5105-a3d9-bc8d271daf68,Ishaan Subramaniam,6,Motorcycle,2026-06-10,4.18
1349,DP-82273e75-4532-56c6-9a3e-4efbcf5f098a,Varenya Kade,7,Motorcycle,2024-09-01,4.02
1350,DP-7c630660-305c-5b37-8e89-2ca2113212e8,Nirja Bains,2,Electric Scooter,2025-05-15,4.54
1351,DP-228dd57b-86d5-5675-ba71-6b23a57f0d38,Caleb Datta,24,Motorcycle,2024-03-11,4.6
1352,DP-09a927f7-8d9a-5667-bec8-671fabb70b56,Krish Vala,28,Electric Scooter,2023-02-21,4.46
1353,DP-c58d469f-4a3e-53ec-8648-46e178ae358b,Manan Bhalla,4,Motorcycle,2023-06-13,4.86
1354,DP-24ac50b4-3637-53d6-ab2b-813b2cd54cd7,Aarna Gole,5,Motorcycle,2026-01-11,5.0
1355,DP-9f1413c1-71c1-521a-a6eb-3086592197ff,Anirudh Mander,32,Motorcycle,2025-07-30,4.41
1356,DP-3301e016-49d6-5728-a4f8-a3dd778eb610,Tarak Sen,1,Motorcycle,2024-04-10,3.93
1357,DP-1fb00d6b-5d21-5c90-ac4b-4fa0874b902c,Vasatika Garde,9,Motorcycle,2025-06-09,4.63
1358,DP-bf227ad1-74cf-5055-b81d-3de27c25c8bd,Nirja Dhar,8,Motorcycle,2023-01-06,4.94
1359,DP-54ad0e26-8835-5611-b120-dde11c7e1225,Yasti Lalla,17,Bicycle,2023-02-17,4.41
1360,DP-95a9f87f-d656-5c46-9ce8-dd1e5ccda3dd,Hema Setty,3,Motorcycle,2024-10-09,4.72
1361,DP-942e41f2-8fbf-50fe-b087-6f499a605ecd,Victor Radhakrishnan,15,Motorcycle,2025-03-08,4.16
1362,DP-25c51abe-b3d0-5c7a-b7bc-35a0415d5adc,Kevin Chopra,6,Motorcycle,2026-04-10,4.62
1363,DP-4a087376-0909-517a-839f-1d7c5955ea9d,Samaksh Virk,13,Motorcycle,2025-08-27,4.72
1364,DP-19295e71-88c0-5dce-bf71-887ce1283399,Mason Char,1,Motorcycle,2023-11-25,4.63
1365,DP-867f889c-fad8-5ce6-a89f-369d769a318c,Vamakshi Barad,8,Motorcycle,2025-11-06,5.0
1366,DP-b5af5495-e038-55fb-ada5-de88528be934,Girik Subramaniam,9,Motorcycle,2024-09-19,5.0
1367,DP-cdad5f3f-72f8-5134-a20e-4f2006cb0a30,Aarav Sankar,3,Motorcycle,2025-11-20,4.78
1368,DP-c76ca9a8-f3d7-5242-916d-5fda4f963b28,Kamala Bassi,2,Motorcycle,2023-08-10,4.9
1369,DP-83cd3755-cd60-5f54-8a0c-d59aa2c0a6b3,Veer Subramaniam,3,Motorcycle,2023-02-03,4.88
1370,DP-f37d10b3-b2de-5c6a-be69-a0b849df9a19,Inaya Chaudhari,5,Electric Scooter,2023-03-15,4.62
1371,DP-40648d77-52a6-56aa-9107-beca8e5b5e1f,Krish Kumar,2,Motorcycle,2026-06-18,4.51
1372,DP-a8d859e6-8747-5582-aa64-5c42bd51ea93,Viraj Chacko,42,Motorcycle,2023-04-13,4.38
1373,DP-25d2a632-daa4-50ee-a87b-79790b72df8a,Nilima Kurian,7,Electric Scooter,2026-04-13,4.15
1374,DP-8c35f23b-7b3c-53fd-85d5-7b5e52559697,Abdul Amble,25,Motorcycle,2025-07-16,5.0
1375,DP-ac7aab21-74fa-5f90-8c13-e04b6f8421a3,Zinal Amble,46,Motorcycle,2023-07-06,5.0
1376,DP-f1143571-a7f5-5f59-acf0-09ed0bcd372a,Samesh Mutti,1,Motorcycle,2026-01-07,4.54
1377,DP-2ef1444c-1319-5242-9f51-a973f03c332c,Janaki Chhabra,15,Motorcycle,2023-07-04,4.55
1378,DP-c7c8b2dc-04db-5910-9a13-62223873aa46,Pooja Kulkarni,32,Motorcycle,2023-07-02,4.74
1379,DP-6152a598-bfcf-5f0f-8399-255ab3751f3b,Pallavi Pau,14,Motorcycle,2025-01-04,4.48
1380,DP-9b608a37-2076-54a4-b72b-660e27e70aa4,Mekhala Jani,7,Bicycle,2024-01-03,4.19
1381,DP-5f3531b0-cd2b-525c-8cc1-369d261df67a,Vasudha Gola,7,Motorcycle,2024-01-07,4.09
1382,DP-532d25bb-f688-53b9-8ac7-11cfe2aeee76,Veda Kulkarni,1,Motorcycle,2023-09-06,5.0
1383,DP-19c4f264-c543-5326-8054-73c8d60cc224,Hemangini Rao,10,Motorcycle,2025-02-14,3.97
1384,DP-158f35c8-d3ac-54f2-935a-085fe0941581,Jagat Karpe,49,Motorcycle,2023-02-04,4.65
1385,DP-32bbac8a-ed75-512d-9766-8e82f5c4b9e1,Neel Chaudhry,44,Motorcycle,2023-11-09,4.01
1386,DP-b8302c5d-fb4a-537f-bb2c-1fcd5d304557,Yashoda Rattan,1,Motorcycle,2024-12-07,4.5
1387,DP-fab03cba-bc21-556a-832f-ba667d5be875,Charles Dyal,18,Motorcycle,2024-09-12,4.41
1388,DP-396334bd-afa7-5288-ac87-b3fa39ebb3ea,Abdul Chand,5,Motorcycle,2025-06-12,4.06
1389,DP-c177e198-d5a7-5d4f-8ca7-8d886af0c237,Urishilla Saran,36,Electric Scooter,2023-10-03,4.75
1390,DP-d4112e00-6f19-5ab8-b4d9-9b42c1d94b6c,Devansh Lall,1,Motorcycle,2025-04-06,4.16
1391,DP-0f615610-ab93-50a8-8539-8bf285ffc322,Kamala Buch,40,Motorcycle,2025-08-27,4.02
1392,DP-8c191082-f92e-5e9d-bdeb-a760bef492fe,Leena Rattan,28,Electric Scooter,2024-05-10,4.79
1393,DP-cdd5f112-c08f-5609-86ad-91d08a27e2d2,Dakshesh Gill,2,Motorcycle,2023-11-24,4.41
1394,DP-aabf812b-9644-5557-90a4-af8b2d779323,Reva Anne,1,Motorcycle,2024-12-09,4.27
1395,DP-33845b1b-0ee5-5f9d-b848-ac7371b9548f,Zarna Mangal,28,Motorcycle,2025-01-08,4.82
1396,DP-3c2abc54-2d4b-552f-be12-8a3b7cea2a3a,Bahadurjit Uppal,2,Motorcycle,2023-05-01,4.15
1397,DP-5f68d6ad-46bd-5bf0-9d2b-89d813c0e780,Omkaar Banik,10,Electric Scooter,2024-12-22,3.94
1398,DP-f19cdd69-b766-58a2-9fe1-9b8bb115a48a,William Acharya,38,Motorcycle,2023-07-16,4.98
1399,DP-3347f81b-f5e6-5e1a-8952-2e1e19e9f2ba,Gabriel Majumdar,11,Motorcycle,2024-12-26,5.0
1400,DP-3319cb65-c533-512f-9426-a4cf25a43d33,Ira Rana,6,Motorcycle,2026-04-03,4.49
1401,DP-d7d4aa95-8e47-5bba-8617-b644778fc172,Sai Vasa,7,Electric Scooter,2024-11-16,3.56
1402,DP-4e3130b8-a797-5b37-a00f-25a5a76d77cf,Ekapad Chana,1,Motorcycle,2025-08-29,4.48
1403,DP-a4f58cfe-43d7-53b0-94fb-fda0233520f4,Ijaya Palan,45,Motorcycle,2024-01-31,4.84
1404,DP-37a1cb46-387f-59a9-9031-410d6975d674,Upkaar Hayer,5,Bicycle,2026-03-23,4.93
1405,DP-013b6fd5-7318-589d-be7d-d2dc20ab67c9,Netra Agrawal,3,Motorcycle,2025-11-03,4.18
1406,DP-ab56318f-0ae7-58bf-8932-b3b0028d25c7,Parth Ray,4,Motorcycle,2026-03-15,4.43
1407,DP-38b6d30d-f396-5eaa-beec-cc16bad8dd52,Elijah Thakur,45,Motorcycle,2025-08-04,4.62
1408,DP-129e62e1-18dc-5da7-9989-09e6094e0a77,Harini Dada,2,Motorcycle,2025-04-08,4.82
1409,DP-08e38e02-eb62-5ae2-bea6-375b5fef27b7,Zashil Savant,31,Motorcycle,2024-10-31,4.77
1410,DP-33103136-01fe-56aa-afda-a442e958eb96,Veda Kohli,18,Motorcycle,2026-03-30,4.71
1411,DP-120189a7-b9a1-5678-a272-12a1bfb9998c,Tara Sharma,27,Motorcycle,2025-12-18,4.93
1412,DP-122fc998-ba24-5744-8472-f62632f43088,Vasatika Dada,46,Motorcycle,2024-06-15,4.51
1413,DP-f6e6efdb-bdde-573c-971e-bfb402200c7b,Ekansh Raja,28,Motorcycle,2023-04-20,5.0
1414,DP-f4535a04-f471-5848-82dc-b9495f31fd08,Victor Mutti,42,Motorcycle,2023-01-05,4.34
1415,DP-818103c8-efdf-5cb8-823c-921e708dee7d,Ira Varty,2,Bicycle,2023-10-25,4.78
1416,DP-1a674fa6-ebbc-543e-8f9c-4504b00b609e,Adya Kothari,24,Motorcycle,2023-03-21,4.39
1417,DP-06c589a0-9710-527d-a4e7-293f496637e0,Girik Rastogi,10,Motorcycle,2023-09-27,4.49
1418,DP-0c593109-d163-59d5-bfb7-0a5f18717be3,Faqid Gokhale,10,Motorcycle,2023-05-20,4.55
1419,DP-d857f22e-9852-5786-9dc8-3dfbc1316b8d,Dipta Pandya,35,Electric Scooter,2026-06-05,4.37
1420,DP-122d0ebd-a7b5-5314-8912-1061670f8b55,Amruta Goswami,46,Motorcycle,2023-05-02,4.95
1421,DP-77725b1a-58e4-5a78-b489-28ccf9a10c3d,Wishi Iyengar,18,Motorcycle,2025-03-10,4.4
1422,DP-cab0cce9-e134-5f16-a349-2de4c51adb89,Wyatt Lanka,8,Motorcycle,2024-03-24,4.53
1423,DP-6476d755-8718-5c27-abf1-738d41e95134,Veer Jain,8,Motorcycle,2023-08-11,4.74
1424,DP-64f277a3-b1b9-5d44-b159-83f44d53de42,Ishani Dugal,6,Motorcycle,2025-06-13,5.0
1425,DP-fa0f3d28-c4ff-50f3-aee4-2fa2fd33a97a,Jagdish Brar,6,Motorcycle,2026-05-23,4.75
1426,DP-7e15e3c3-8580-56db-8ebf-7c6247b391e9,Abeer Basak,6,Motorcycle,2025-10-05,4.56
1427,DP-86e83fd8-050a-5c9b-823b-f020bfb2792b,Kamya Murty,2,Bicycle,2026-05-29,3.89
1428,DP-5fd6800f-069b-52cc-8289-2341850d65d1,Anvi Swaminathan,1,Motorcycle,2025-01-23,4.48
1429,DP-98b84128-b576-58ec-802f-f4693d096dc5,Yasti Mammen,23,Motorcycle,2025-05-09,4.31
1430,DP-d7ec511f-def5-5346-b55d-e39b7a0c157c,Tristan Dave,7,Motorcycle,2023-07-06,4.42
1431,DP-490fad76-e639-53d8-98d8-d2c9d8b4a3f4,Pallavi Sridhar,40,Motorcycle,2025-12-23,4.38
1432,DP-1aa9d5d7-b294-5685-915a-e1aab64f324f,Yadavi Palan,13,Electric Scooter,2025-08-12,4.73
1433,DP-72690dae-7d93-5e67-92b9-cdaca68d284d,Owen Shankar,1,Motorcycle,2023-11-21,4.48
1434,DP-b5eec3be-8873-5654-b4ae-d45d93cbd8d4,Zarna Sharma,2,Motorcycle,2024-03-28,4.23
1435,DP-91462406-3716-5909-b612-73efd430de51,Abhiram Arora,3,Electric Scooter,2025-02-18,4.85
1436,DP-497fda32-8436-5437-a633-a93c4d4656b9,Ladli Chaudhuri,46,Motorcycle,2023-01-17,4.12
1437,DP-073acf64-7134-5cda-933c-f2b782b80a67,Janaki Lad,3,Electric Scooter,2025-11-09,4.54
1438,DP-a9638e7c-8730-5d3e-9ae5-0b033fe9b684,Adya Khalsa,9,Bicycle,2023-12-25,4.49
1439,DP-e280b2eb-db74-526c-aa0f-9a6f25debcbc,Urishilla Oza,41,Motorcycle,2023-04-06,4.66
1440,DP-2012429c-abe8-5eef-9883-4b89be29f125,Qarin Tara,47,Motorcycle,2024-02-26,4.94
1441,DP-754be5e9-3641-5974-93b0-ad9bdaee49c1,Shivansh Saini,4,Bicycle,2025-12-02,5.0
1442,DP-bc41f1dd-74f9-585e-84b3-0f535b45ea3f,Janya Rattan,1,Motorcycle,2023-12-16,4.56
1443,DP-71a07e86-f9e7-5d60-9c28-003051e70b73,Shravya Gole,2,Motorcycle,2024-11-19,4.3
1444,DP-d45ca840-a24c-5d93-8189-9dce80eaccb6,Veer Chaudhry,1,Motorcycle,2025-11-01,4.27
1445,DP-89d17e0f-99d0-5a2c-895c-2deb5fba4081,Warinder Sankaran,3,Electric Scooter,2023-02-13,4.27
1446,DP-ffc96341-cfcd-5c8b-b749-d190050d4b72,Rohan Dhingra,11,Motorcycle,2025-08-27,4.64
1447,DP-5c01174a-a701-5bee-be43-54a9aaa0c522,Urvashi Andra,37,Electric Scooter,2024-01-04,3.83
1448,DP-f73a5618-4132-5aa7-8769-10ab5c4e1f42,Oviya Tata,10,Bicycle,2025-06-06,4.1
1449,DP-2d9416bf-898c-5fc9-9dea-e97c25933cf3,Zansi Walla,13,Motorcycle,2023-08-29,4.65
1450,DP-313c00c6-5907-5424-a0fd-4182a7054286,Vidhi Mital,3,Electric Scooter,2023-06-27,4.87
1451,DP-012871a3-cd44-5a06-b4be-104143d6b746,Champak Rao,24,Motorcycle,2025-10-02,4.88
1452,DP-f0c9a434-eb3c-5cd8-9657-7f1b9c25755b,Nihal Bhasin,13,Motorcycle,2025-10-27,4.57
1453,DP-316befa7-e78d-570b-bf2e-b8488b186a77,Aachal Soni,31,Bicycle,2026-06-06,4.82
1454,DP-5219bbd1-8635-5a5b-bc2a-7621f7c7da22,Shivani Natt,42,Motorcycle,2025-05-14,4.94
1455,DP-16ff8942-873b-5257-ad0f-c95d8a954d91,Jalsa Parsa,5,Motorcycle,2024-08-17,4.4
1456,DP-2ba1747b-74c6-569e-8d39-22ddfde40ff1,Hemangini Bahri,2,Motorcycle,2023-09-06,4.9
1457,DP-84f60432-180f-536e-895e-555e918e4bd6,Jairaj Panchal,3,Motorcycle,2024-01-12,3.99
1458,DP-e9b20fa4-cac7-5fc5-b635-a02b0e956e4a,Owen Mane,7,Motorcycle,2025-04-06,4.09
1459,DP-80d428ee-ed35-55dc-b199-0dcb1e60aab7,Ekta Uppal,42,Motorcycle,2024-03-17,4.42
1460,DP-7d711d78-a132-5bdf-9d06-7767afe6156b,Sanya Brar,6,Motorcycle,2024-09-08,3.95
1461,DP-7b16f84c-c034-5427-a8dd-e3153119991d,Bhavini Sheth,22,Motorcycle,2023-08-03,4.74
1462,DP-9f1b8c17-66be-59d4-a299-e9039b5d30d0,Oliver Nazareth,10,Bicycle,2024-07-14,4.35
1463,DP-e1bfd8e2-6452-51f3-a71a-62257029d7d3,Nidhi Bora,3,Motorcycle,2023-10-31,4.49
1464,DP-a8a93fc4-fa5e-599b-85ac-9126d03b4924,Neel Oza,5,Bicycle,2023-05-24,3.51
1465,DP-25b08669-f30e-52c9-96ad-96fbf48609d0,Dipta Nadig,15,Bicycle,2023-06-18,4.5
1466,DP-66da6220-7343-5b04-93ab-cb3c75fe9bf2,Amara Rana,16,Motorcycle,2024-10-23,4.41
1467,DP-43b3ab29-4a79-50bb-8fee-6fdccc6a4614,Sai Patil,7,Motorcycle,2024-04-12,4.27
1468,DP-f3118308-bdae-5b3a-8c3c-32e5b4dcf3ad,Odika Ganesh,3,Motorcycle,2023-05-08,4.72
1469,DP-97495886-7782-55f5-a29d-3781ef6d754b,Arin Dass,19,Motorcycle,2024-10-18,4.34
1470,DP-2a149bf6-eb4f-56c2-b2e8-dfec823a50b0,Zayan Buch,3,Motorcycle,2023-07-29,4.5
1471,DP-3f2f89f4-3eac-5cc1-9a2d-ee8d21cce959,Ojas Ranganathan,41,Motorcycle,2023-01-20,4.66
1472,DP-0ce7047f-6514-5f52-9cc7-a62ad360a9ad,Girish Bhatt,3,Motorcycle,2023-06-19,4.94
1473,DP-a6718b87-eb7a-528b-836c-a7b2cc109677,Chatura Bal,2,Bicycle,2024-07-26,4.91
1474,DP-4d76c813-4609-5b6e-8cfc-9d773867a3f0,Fiyaz Chawla,9,Electric Scooter,2026-05-02,4.37
1475,DP-d17e0456-06b9-5693-ac2b-6dfc12abebbb,Nachiket Chad,9,Motorcycle,2023-11-05,4.25
1476,DP-cbd6163a-74e4-5ced-a2c2-cf5cdf00d7a3,Dayamai Karnik,9,Motorcycle,2023-12-30,5.0
1477,DP-e7c16670-f981-5caf-9e05-60a22786c9b9,Bhanumati Savant,7,Motorcycle,2023-11-06,4.34
1478,DP-f13bd1db-dd9e-5396-8bdd-3799774f2422,Karan Vyas,50,Motorcycle,2024-03-29,4.7
1479,DP-b33f1e1d-e8f3-5f8b-a8b4-5453c8d57cfa,Ayush Banerjee,8,Motorcycle,2025-07-04,3.94
1480,DP-3382107c-7016-5e4b-b95f-7d779f654e60,Eshana Soni,8,Motorcycle,2024-02-15,3.82
1481,DP-2dd9c258-2837-5341-a78d-087059ae12dc,Anita Saxena,7,Motorcycle,2025-04-19,4.56
1482,DP-2f3ca332-47c6-5054-87a8-7d66d0f9ee49,Peter Shan,1,Motorcycle,2026-02-20,4.45
1483,DP-d5b23650-3fb8-51a5-a905-8fa31e50e904,Dayita Palan,12,Electric Scooter,2026-04-22,4.8
1484,DP-405ea9a4-11a4-5db2-8b68-daa89c705024,Utkarsh Chakraborty,3,Motorcycle,2024-12-19,4.27
1485,DP-924fe03f-e7bd-5759-8025-d2193a14932d,Darika Pau,14,Electric Scooter,2025-06-29,4.63
1486,DP-ab16417b-bdff-5203-9205-224d7d308398,Abha Dugal,1,Motorcycle,2026-03-18,4.78
1487,DP-99464911-2b21-5e64-a7ae-9e1ab671da86,Advaith Acharya,47,Motorcycle,2025-09-30,4.29
1488,DP-1440da03-c098-525c-b22a-debeb29e94d6,Hemangini Mangat,8,Motorcycle,2024-01-18,4.42
1489,DP-abed8a19-eb3b-5ff0-bbd2-a9c815be3130,Abhiram Swamy,35,Motorcycle,2023-06-18,4.15
1490,DP-20acc050-013a-5e08-ac71-15fac8d1de2c,Chandani Andra,8,Motorcycle,2023-05-27,4.81
1491,DP-04a001cd-6d1a-5dc2-bdcb-47165355386f,Brinda Kashyap,1,Motorcycle,2026-01-30,4.72
1492,DP-8b09e61e-ed10-5f8f-b283-6ba1c1d9cd77,Kashvi Gulati,26,Motorcycle,2024-12-10,4.75
1493,DP-8dc15651-a588-58e8-aa08-c2485a9da795,Rajeshri Rana,14,Electric Scooter,2024-01-14,4.45
1494,DP-e312fa8e-07c4-5b0e-81ca-97dc85a093b3,Nihal Ramakrishnan,23,Motorcycle,2024-03-16,4.72
1495,DP-9cfe4133-c3af-550f-b928-da838b8aa6a5,Thomas Lall,7,Motorcycle,2023-12-26,3.63
1496,DP-ec2a7dc7-ef73-58f0-8258-5c844a255c0f,Pahal Khatri,14,Motorcycle,2025-10-20,4.48
1497,DP-6e4d23b2-5983-59a7-ab1d-01721cdbe777,Bhavani Wali,30,Motorcycle,2025-02-20,5.0
1498,DP-42f4b7c4-cb7e-5667-a7e5-5f518ac5adf5,Nitara Guha,14,Motorcycle,2026-01-27,4.53
1499,DP-758962c9-189d-5ba4-9d14-33b9c075ff6e,Qabil Deshpande,5,Motorcycle,2024-01-21,4.89
1500,DP-74cec536-cdbf-5fe4-87d2-30310aea19f2,Indrajit Shah,15,Motorcycle,2024-08-26,4.45
1501,DP-c2b71755-18de-592d-9170-96bd573fd737,Anita Swamy,16,Bicycle,2023-06-05,5.0
1502,DP-0fcf04a8-bc02-5669-82ff-1f013f314035,Ekani Bahl,44,Motorcycle,2026-05-24,4.25
1503,DP-b6225757-55b8-56ec-9321-2f0689398378,Chandran Warrior,6,Motorcycle,2024-10-15,4.68
1504,DP-77927bad-7056-5cf4-aece-4564f4386365,Quincy Chaudry,7,Motorcycle,2024-12-06,4.31
1505,DP-e6dc9e97-78ab-5d12-aa5b-cb549f82b473,Amruta Dass,25,Motorcycle,2024-06-11,4.62
1506,DP-9779076a-9968-5a78-9440-3a7d109063b8,Abhiram Kaul,9,Motorcycle,2023-12-12,4.34
1507,DP-4d58fdcf-af4c-5b22-b59f-eb727125aca7,Matthew Aurora,20,Motorcycle,2026-04-25,4.53
1508,DP-c1a24d76-a32a-5115-9964-feb8a961cb1c,Teerth Oommen,8,Electric Scooter,2024-09-15,4.39
1509,DP-a0c3544c-f89a-5734-9c23-d0d967e2e4c7,Devika Tara,3,Motorcycle,2025-05-11,4.76
1510,DP-72fd83d3-4ebd-55bf-b518-dc82282b0b0b,Ubika Balay,20,Motorcycle,2023-02-17,4.69
1511,DP-783d00fb-943b-5a29-b201-43ff5db01562,Faris Dhingra,2,Motorcycle,2023-12-19,4.3
1512,DP-47f0c3cf-e778-5dce-9717-7c397bc4a8d2,Amaira Ramanathan,3,Motorcycle,2025-10-22,4.29
1513,DP-48689133-59d4-5a29-8264-e65666b3bd7e,Upma Golla,13,Motorcycle,2023-04-23,4.22
1514,DP-40a847ca-ef22-5ce1-a3ee-d5f1a60bafbd,Zashil Raj,20,Motorcycle,2023-05-10,4.16
1515,DP-a578b939-0b0b-5312-b826-a5c49d9bdf7b,Jairaj Kothari,35,Motorcycle,2025-10-30,4.79
1516,DP-b87745e8-86d2-59cd-ac83-52ad3caac74a,Saanvi Kota,4,Motorcycle,2024-01-29,4.21
1517,DP-c6ddabbe-7598-5efa-a8de-193e7494a4c9,Rushil Sharma,2,Motorcycle,2023-12-16,4.65
1518,DP-4bb46115-7a64-5c34-8960-27e31fc93a67,Sathvik Solanki,43,Motorcycle,2024-12-22,4.36
1519,DP-4680679a-0062-5340-a055-181537dc5a32,Devika Naidu,2,Motorcycle,2023-09-06,4.88
1520,DP-db606646-67a5-508f-95b6-2f6c07985fa2,Brijesh Verma,3,Motorcycle,2023-02-24,5.0
1521,DP-e1da9462-4ae5-5fb6-8c32-4f3eb5755874,Zehaan Srivastava,4,Motorcycle,2023-01-06,3.55
1522,DP-ea03ea97-df38-59f9-b5b2-316449f7fddb,Rushil Patel,10,Motorcycle,2023-04-12,4.25
1523,DP-195ed129-b00f-544b-96c1-a6357b19fadd,Tejas Chowdhury,33,Motorcycle,2023-07-22,4.35
1524,DP-f8269bc4-0d79-5966-b311-0163c0cb34f2,Radha Nair,21,Motorcycle,2025-06-07,4.46
1525,DP-524006d7-2652-5f8c-a160-e7873ddee1d5,Oliver Majumdar,18,Electric Scooter,2024-01-16,4.44
1526,DP-b0cb76ac-18b1-5ec7-b60c-c113957277fd,Meghana Kibe,3,Motorcycle,2023-04-02,4.09
1527,DP-d994ddfb-4391-5d8c-922c-b187ce4f02d0,Brijesh Soman,6,Motorcycle,2023-01-19,5.0
1528,DP-ead0146f-6b4c-5a98-83c1-4cde3868660e,Kamya Chakraborty,8,Motorcycle,2024-08-31,4.45
1529,DP-3c18cc48-da76-5784-ad53-d67d2225973f,Nakul Tata,2,Motorcycle,2025-12-08,4.69
1530,DP-ee6cf128-4f15-571b-a26a-0918deeef1aa,Hamsini Bhasin,4,Electric Scooter,2024-03-08,4.7
1531,DP-6788edd3-7192-5f16-98aa-46469207856f,Ishani Dube,5,Motorcycle,2023-03-23,4.02
1532,DP-8919b8e3-8252-5db2-9de3-656fcd7b1280,Jeremiah Sura,2,Motorcycle,2023-10-19,4.41
1533,DP-6b9c32ee-9fa2-5927-95b2-7efb278d1871,Edhitha Palan,10,Motorcycle,2024-09-29,4.79
1534,DP-75b3f811-5443-522d-aee3-50fb02db9464,Reyansh Bail,18,Motorcycle,2023-08-29,5.0
1535,DP-fa8a6ca6-0c74-58d6-b01d-edcadcbb02fb,Ishita Desai,1,Motorcycle,2026-06-02,4.41
1536,DP-d9ed1277-386d-5e85-ba78-a8c5568c7a28,Balveer Sundaram,8,Electric Scooter,2025-09-01,4.07
1537,DP-e832050c-af82-5dc5-a524-80c2feffd907,Chaitaly Suri,23,Motorcycle,2024-03-15,4.33
1538,DP-dfdc46cc-ba1e-53fc-8236-5eaaca2c271e,Rachit Pall,20,Motorcycle,2026-04-29,4.4
1539,DP-5d71cd8c-ca25-5d27-be4b-b293fcf511b1,Upadhriti Maharaj,25,Motorcycle,2024-02-19,4.39
1540,DP-4bc5ade4-9974-542e-9761-32642b13b376,Ekapad Wali,8,Motorcycle,2023-06-28,4.23
1541,DP-8dd9d6c5-8dbf-5d1c-8dfb-2344a34a056b,Shivani Merchant,26,Motorcycle,2026-04-12,4.04
1542,DP-6f1a35f0-d87a-59fd-a66d-93bed1e25a47,Jeevika Setty,4,Motorcycle,2026-05-09,4.14
1543,DP-3e9692b8-7901-516a-af36-1dad80e872d5,Yashawini Raghavan,6,Motorcycle,2024-02-03,4.33
1544,DP-9c8116f4-bc11-5578-93bf-355bdc99cb58,Anirudh Patla,3,Motorcycle,2025-01-28,4.78
1545,DP-b92226ce-86cf-50a6-a3be-7b052de01cca,Ekani Bhatnagar,8,Motorcycle,2023-08-10,4.92
1546,DP-6b4e696e-621a-5c21-95a6-21f656819dfc,Ranveer Viswanathan,6,Motorcycle,2025-03-29,4.56
1547,DP-ae4f5964-ccc1-5498-9bbc-78fba9a0f183,Mitesh Mandal,4,Bicycle,2025-05-30,4.15
1548,DP-e936869e-cab7-54c0-b906-ed19acf366b0,Nimrat Nagy,21,Electric Scooter,2025-06-24,4.35
1549,DP-9629bd19-8a99-50a5-ac8a-6cdac6e2bf08,Gopal Virk,5,Motorcycle,2024-12-26,3.83
1550,DP-8b78f445-9508-5450-bc5d-2ecdda6a28e8,Caleb Dayal,4,Motorcycle,2025-06-17,5.0
